# BHAC15 tracks for low mass stars (0.07 Msun to 1.4 Msun)
#
# L/Ls: log L/Lsun
# g: log g
# R/Rs : R/Rsun
# Li/Li0: ratio of surface lithium abundance to initial abundance
#
#------------------------------------------------------------
# M/Ms    log t(yr)  Teff      L/Ls    g    R/Rs   Li/Li0
#------------------------------------------------------------
 0.072     5.815     2855.   -1.341  3.413  0.873  1.000  
 0.072     5.824     2858.   -1.345  3.418  0.868  1.000  
 0.072     5.834     2860.   -1.348  3.422  0.864  1.000  
 0.072     5.843     2862.   -1.352  3.427  0.859  1.000  
 0.072     5.853     2864.   -1.355  3.431  0.855  1.000  
 0.072     5.863     2866.   -1.358  3.436  0.850  1.000  
 0.072     5.873     2869.   -1.361  3.441  0.846  1.000  
 0.072     5.883     2871.   -1.364  3.445  0.841  1.000  
 0.072     5.894     2874.   -1.367  3.450  0.837  1.000  
 0.072     5.905     2876.   -1.370  3.454  0.832  1.000  
 0.072     5.916     2879.   -1.373  3.459  0.828  1.000  
 0.072     5.928     2881.   -1.376  3.463  0.824  1.000  
 0.072     5.940     2884.   -1.379  3.467  0.820  1.000  
 0.072     5.951     2886.   -1.381  3.471  0.817  1.000  
 0.072     5.963     2888.   -1.383  3.474  0.813  1.000  
 0.072     5.974     2890.   -1.385  3.478  0.810  1.000  
 0.072     5.985     2892.   -1.387  3.481  0.807  1.000  
 0.072     5.995     2894.   -1.389  3.483  0.805  1.000  
 0.072     6.006     2896.   -1.390  3.486  0.803  1.000  
 0.072     6.016     2897.   -1.392  3.488  0.800  1.000  
 0.072     6.026     2899.   -1.393  3.490  0.798  1.000  
 0.072     6.036     2900.   -1.394  3.493  0.796  1.000  
 0.072     6.048     2901.   -1.396  3.495  0.794  1.000  
 0.072     6.062     2903.   -1.397  3.497  0.792  1.000  
 0.072     6.077     2904.   -1.399  3.500  0.790  1.000  
 0.072     6.096     2905.   -1.401  3.502  0.788  1.000  
 0.072     6.117     2905.   -1.404  3.505  0.785  1.000  
 0.072     6.136     2905.   -1.406  3.507  0.783  1.000  
 0.072     6.154     2905.   -1.408  3.510  0.781  1.000  
 0.072     6.170     2905.   -1.410  3.512  0.779  1.000  
 0.072     6.185     2905.   -1.412  3.514  0.777  1.000  
 0.072     6.200     2906.   -1.414  3.515  0.776  1.000  
 0.072     6.213     2906.   -1.416  3.517  0.774  1.000  
 0.072     6.226     2906.   -1.417  3.519  0.773  1.000  
 0.072     6.238     2906.   -1.419  3.521  0.771  1.000  
 0.072     6.250     2906.   -1.421  3.522  0.770  1.000  
 0.072     6.260     2906.   -1.422  3.524  0.768  1.000  
 0.072     6.271     2906.   -1.424  3.526  0.767  1.000  
 0.072     6.280     2906.   -1.425  3.527  0.765  1.000  
 0.072     6.290     2907.   -1.427  3.529  0.764  1.000  
 0.072     6.299     2907.   -1.429  3.531  0.762  1.000  
 0.072     6.307     2907.   -1.430  3.532  0.761  1.000  
 0.072     6.315     2907.   -1.432  3.534  0.759  1.000  
 0.072     6.323     2907.   -1.433  3.536  0.758  1.000  
 0.072     6.330     2907.   -1.435  3.537  0.756  1.000  
 0.072     6.337     2907.   -1.436  3.539  0.755  1.000  
 0.072     6.344     2907.   -1.438  3.541  0.754  1.000  
 0.072     6.351     2908.   -1.440  3.542  0.752  1.000  
 0.072     6.357     2908.   -1.441  3.544  0.751  1.000  
 0.072     6.363     2908.   -1.443  3.545  0.749  1.000  
 0.072     6.369     2908.   -1.444  3.547  0.748  1.000  
 0.072     6.375     2908.   -1.446  3.549  0.747  1.000  
 0.072     6.380     2908.   -1.447  3.550  0.745  1.000  
 0.072     6.385     2908.   -1.449  3.552  0.744  1.000  
 0.072     6.390     2908.   -1.450  3.553  0.743  1.000  
 0.072     6.395     2908.   -1.452  3.555  0.741  1.000  
 0.072     6.400     2909.   -1.453  3.556  0.740  1.000  
 0.072     6.404     2909.   -1.455  3.558  0.739  1.000  
 0.072     6.408     2909.   -1.456  3.559  0.737  1.000  
 0.072     6.413     2909.   -1.458  3.561  0.736  1.000  
 0.072     6.417     2909.   -1.459  3.563  0.735  1.000  
 0.072     6.421     2909.   -1.460  3.564  0.734  1.000  
 0.072     6.432     2909.   -1.465  3.569  0.730  1.000  
 0.072     6.442     2910.   -1.469  3.573  0.726  1.000  
 0.072     6.451     2910.   -1.473  3.577  0.722  1.000  
 0.072     6.459     2910.   -1.477  3.582  0.719  1.000  
 0.072     6.469     2911.   -1.483  3.587  0.714  1.000  
 0.072     6.480     2911.   -1.489  3.594  0.709  1.000  
 0.072     6.490     2912.   -1.496  3.601  0.703  1.000  
 0.072     6.500     2912.   -1.503  3.608  0.697  1.000  
 0.072     6.509     2913.   -1.510  3.615  0.691  1.000  
 0.072     6.519     2913.   -1.519  3.625  0.684  1.000  
 0.072     6.529     2914.   -1.528  3.634  0.677  1.000  
 0.072     6.540     2915.   -1.539  3.646  0.667  1.000  
 0.072     6.549     2915.   -1.550  3.657  0.659  1.000  
 0.072     6.559     2916.   -1.563  3.671  0.648  1.000  
 0.072     6.569     2917.   -1.577  3.685  0.638  1.000  
 0.072     6.579     2918.   -1.591  3.700  0.627  1.000  
 0.072     6.589     2919.   -1.606  3.716  0.616  1.000  
 0.072     6.600     2920.   -1.622  3.732  0.605  1.000  
 0.072     6.610     2921.   -1.635  3.746  0.595  1.000  
 0.072     6.619     2923.   -1.648  3.760  0.585  1.000  
 0.072     6.629     2924.   -1.661  3.774  0.576  1.000  
 0.072     6.639     2925.   -1.675  3.788  0.567  1.000  
 0.072     6.649     2926.   -1.688  3.802  0.558  1.000  
 0.072     6.660     2928.   -1.701  3.815  0.549  1.000  
 0.072     6.670     2929.   -1.714  3.829  0.541  1.000  
 0.072     6.681     2931.   -1.726  3.843  0.532  1.000  
 0.072     6.692     2933.   -1.739  3.857  0.524  1.000  
 0.072     6.700     2934.   -1.748  3.866  0.518  1.000  
 0.072     6.711     2936.   -1.761  3.880  0.510  1.000  
 0.072     6.719     2937.   -1.769  3.889  0.504  1.000  
 0.072     6.731     2939.   -1.782  3.903  0.496  1.000  
 0.072     6.743     2942.   -1.794  3.917  0.488  1.000  
 0.072     6.751     2943.   -1.803  3.926  0.483  1.000  
 0.072     6.759     2945.   -1.811  3.936  0.478  1.000  
 0.072     6.772     2947.   -1.824  3.950  0.471  1.000  
 0.072     6.780     2948.   -1.832  3.959  0.465  1.000  
 0.072     6.789     2950.   -1.840  3.968  0.461  1.000  
 0.072     6.802     2952.   -1.853  3.982  0.453  1.000  
 0.072     6.811     2954.   -1.861  3.992  0.448  1.000  
 0.072     6.820     2955.   -1.870  4.001  0.444  1.000  
 0.072     6.833     2956.   -1.883  4.015  0.437  1.000  
 0.072     6.842     2956.   -1.893  4.024  0.432  1.000  
 0.072     6.851     2956.   -1.902  4.033  0.427  1.000  
 0.072     6.861     2956.   -1.911  4.042  0.423  1.000  
 0.072     6.870     2956.   -1.920  4.052  0.418  1.000  
 0.072     6.879     2956.   -1.929  4.061  0.414  1.000  
 0.072     6.893     2956.   -1.943  4.075  0.407  1.000  
 0.072     6.903     2956.   -1.952  4.084  0.403  1.000  
 0.072     6.913     2956.   -1.962  4.093  0.399  1.000  
 0.072     6.922     2956.   -1.971  4.102  0.395  1.000  
 0.072     6.932     2956.   -1.980  4.111  0.391  1.000  
 0.072     6.942     2955.   -1.989  4.120  0.387  1.000  
 0.072     6.952     2955.   -1.999  4.130  0.382  1.000  
 0.072     6.962     2955.   -2.008  4.139  0.378  1.000  
 0.072     6.972     2955.   -2.017  4.148  0.375  1.000  
 0.072     6.982     2955.   -2.026  4.157  0.371  1.000  
 0.072     6.993     2955.   -2.036  4.166  0.367  1.000  
 0.072     7.003     2954.   -2.045  4.175  0.363  1.000  
 0.072     7.014     2954.   -2.054  4.184  0.359  1.000  
 0.072     7.024     2954.   -2.063  4.194  0.355  1.000  
 0.072     7.030     2954.   -2.068  4.198  0.353  1.000  
 0.072     7.040     2954.   -2.077  4.207  0.350  1.000  
 0.072     7.051     2954.   -2.086  4.216  0.346  1.000  
 0.072     7.062     2954.   -2.096  4.226  0.342  1.000  
 0.072     7.073     2953.   -2.105  4.235  0.339  1.000  
 0.072     7.084     2953.   -2.114  4.244  0.335  1.000  
 0.072     7.089     2953.   -2.119  4.249  0.334  1.000  
 0.072     7.100     2953.   -2.128  4.258  0.330  1.000  
 0.072     7.111     2953.   -2.137  4.267  0.327  1.000  
 0.072     7.123     2953.   -2.146  4.276  0.323  1.000  
 0.072     7.134     2953.   -2.156  4.285  0.320  1.000  
 0.072     7.140     2953.   -2.160  4.290  0.318  1.000  
 0.072     7.151     2953.   -2.170  4.299  0.315  1.000  
 0.072     7.162     2953.   -2.179  4.308  0.311  1.000  
 0.072     7.174     2952.   -2.188  4.317  0.308  1.000  
 0.072     7.179     2952.   -2.193  4.322  0.307  1.000  
 0.072     7.191     2952.   -2.202  4.331  0.303  1.000  
 0.072     7.203     2952.   -2.211  4.340  0.300  1.000  
 0.072     7.214     2952.   -2.220  4.349  0.297  1.000  
 0.072     7.220     2952.   -2.225  4.354  0.295  1.000  
 0.072     7.232     2951.   -2.234  4.363  0.292  1.000  
 0.072     7.243     2951.   -2.243  4.372  0.289  1.000  
 0.072     7.249     2951.   -2.248  4.377  0.288  1.000  
 0.072     7.261     2951.   -2.257  4.386  0.285  1.000  
 0.072     7.273     2950.   -2.267  4.395  0.282  1.000  
 0.072     7.285     2950.   -2.276  4.404  0.279  1.000  
 0.072     7.291     2950.   -2.281  4.409  0.277  1.000  
 0.072     7.303     2950.   -2.290  4.418  0.275  1.000  
 0.072     7.315     2949.   -2.299  4.427  0.272  1.000  
 0.072     7.321     2949.   -2.304  4.431  0.270  1.000  
 0.072     7.333     2948.   -2.313  4.440  0.267  1.000  
 0.072     7.339     2948.   -2.318  4.445  0.266  1.000  
 0.072     7.351     2948.   -2.327  4.454  0.263  1.000  
 0.072     7.363     2947.   -2.337  4.463  0.261  1.000  
 0.072     7.369     2947.   -2.341  4.468  0.259  1.000  
 0.072     7.382     2947.   -2.351  4.477  0.257  1.000  
 0.072     7.394     2946.   -2.360  4.486  0.254  1.000  
 0.072     7.400     2946.   -2.365  4.490  0.253  1.000  
 0.072     7.413     2945.   -2.374  4.499  0.250  1.000  
 0.072     7.425     2944.   -2.384  4.508  0.247  1.000  
 0.072     7.431     2943.   -2.389  4.513  0.246  1.000  
 0.072     7.444     2941.   -2.399  4.522  0.243  1.000  
 0.072     7.450     2940.   -2.404  4.527  0.242  1.000  
 0.072     7.463     2938.   -2.414  4.536  0.240  1.000  
 0.072     7.469     2938.   -2.420  4.540  0.238  1.000  
 0.072     7.482     2936.   -2.430  4.549  0.236  1.000  
 0.072     7.494     2934.   -2.440  4.558  0.234  1.000  
 0.072     7.501     2933.   -2.445  4.563  0.232  1.000  
 0.072     7.514     2931.   -2.455  4.572  0.230  1.000  
 0.072     7.520     2930.   -2.460  4.576  0.229  1.000  
 0.072     7.533     2928.   -2.470  4.585  0.226  0.999  
 0.072     7.540     2927.   -2.475  4.590  0.225  0.999  
 0.072     7.552     2925.   -2.486  4.599  0.223  0.999  
 0.072     7.559     2924.   -2.491  4.603  0.222  0.999  
 0.072     7.572     2922.   -2.501  4.612  0.219  0.999  
 0.072     7.585     2920.   -2.511  4.621  0.217  0.999  
 0.072     7.592     2918.   -2.517  4.626  0.216  0.998  
 0.072     7.605     2916.   -2.527  4.635  0.214  0.998  
 0.072     7.611     2915.   -2.532  4.639  0.213  0.998  
 0.072     7.625     2913.   -2.542  4.648  0.211  0.997  
 0.072     7.631     2911.   -2.548  4.653  0.209  0.997  
 0.072     7.645     2909.   -2.558  4.662  0.207  0.996  
 0.072     7.651     2908.   -2.563  4.666  0.206  0.995  
 0.072     7.665     2905.   -2.574  4.675  0.204  0.994  
 0.072     7.671     2904.   -2.579  4.680  0.203  0.993  
 0.072     7.685     2901.   -2.590  4.688  0.201  0.992  
 0.072     7.691     2899.   -2.595  4.693  0.200  0.991  
 0.072     7.705     2896.   -2.606  4.702  0.198  0.989  
 0.072     7.712     2895.   -2.611  4.706  0.197  0.987  
 0.072     7.725     2892.   -2.622  4.715  0.195  0.984  
 0.072     7.732     2890.   -2.627  4.720  0.194  0.983  
 0.072     7.739     2889.   -2.633  4.724  0.193  0.981  
 0.072     7.753     2886.   -2.644  4.733  0.191  0.976  
 0.072     7.760     2884.   -2.649  4.738  0.190  0.973  
 0.072     7.773     2881.   -2.660  4.747  0.188  0.967  
 0.072     7.780     2879.   -2.665  4.751  0.187  0.964  
 0.072     7.794     2876.   -2.676  4.760  0.185  0.955  
 0.072     7.801     2874.   -2.682  4.764  0.184  0.951  
 0.072     7.815     2871.   -2.693  4.773  0.182  0.940  
 0.072     7.822     2869.   -2.698  4.778  0.181  0.934  
 0.072     7.834     2866.   -2.708  4.785  0.180  0.922  
 0.072     7.844     2863.   -2.716  4.792  0.178  0.910  
 0.072     7.853     2861.   -2.723  4.797  0.177  0.899  
 0.072     7.861     2858.   -2.729  4.802  0.176  0.888  
 0.072     7.871     2855.   -2.738  4.809  0.175  0.871  
 0.072     7.880     2853.   -2.745  4.815  0.174  0.854  
 0.072     7.891     2850.   -2.754  4.822  0.172  0.833  
 0.072     7.900     2847.   -2.761  4.827  0.171  0.811  
 0.072     7.911     2844.   -2.770  4.834  0.170  0.786  
 0.072     7.920     2841.   -2.777  4.840  0.169  0.761  
 0.072     7.929     2838.   -2.785  4.846  0.168  0.732  
 0.072     7.939     2834.   -2.793  4.852  0.167  0.699  
 0.072     7.949     2831.   -2.801  4.858  0.165  0.664  
 0.072     7.959     2828.   -2.810  4.864  0.164  0.626  
 0.072     7.969     2824.   -2.818  4.870  0.163  0.586  
 0.072     7.979     2821.   -2.826  4.877  0.162  0.542  
 0.072     7.989     2817.   -2.835  4.883  0.161  0.497  
 0.072     7.999     2814.   -2.843  4.889  0.160  0.450  
 0.072     8.009     2810.   -2.851  4.895  0.159  0.405  
 0.072     8.019     2806.   -2.860  4.901  0.157  0.357  
 0.072     8.029     2803.   -2.868  4.907  0.156  0.310  
 0.072     8.039     2798.   -2.877  4.913  0.155  0.264  
 0.072     8.049     2794.   -2.886  4.919  0.154  0.221  
 0.072     8.059     2789.   -2.894  4.925  0.153  0.180  
 0.072     8.069     2784.   -2.903  4.931  0.152  0.144  
 0.072     8.079     2780.   -2.912  4.937  0.151  0.112  
 0.072     8.089     2775.   -2.921  4.943  0.150  0.084  
 0.072     8.099     2771.   -2.930  4.949  0.149  0.061  
 0.072     8.109     2766.   -2.939  4.954  0.148  0.043  
 0.072     8.119     2761.   -2.947  4.960  0.147  0.029  
 0.072     8.129     2757.   -2.956  4.966  0.146  0.019  
 0.072     8.139     2752.   -2.965  4.972  0.145  0.011  
 0.072     8.149     2747.   -2.974  4.978  0.144  0.007  
 0.072     8.159     2742.   -2.982  4.983  0.143  0.004  
 0.072     8.169     2737.   -2.991  4.989  0.142  0.002  
 0.072     8.179     2733.   -3.000  4.995  0.141  0.001  
 0.072     8.189     2728.   -3.009  5.000  0.140  0.000  
 0.072     8.199     2722.   -3.018  5.006  0.139  0.000  
 0.072     8.209     2717.   -3.027  5.012  0.139  0.000  
 0.072     8.222     2710.   -3.039  5.019  0.137  0.000  
 0.072     8.230     2705.   -3.046  5.023  0.137  0.000  
 0.072     8.242     2698.   -3.057  5.030  0.136  0.000  
 0.072     8.249     2694.   -3.063  5.034  0.135  0.000  
 0.072     8.264     2686.   -3.077  5.042  0.134  0.000  
 0.072     8.272     2682.   -3.084  5.046  0.133  0.000  
 0.072     8.280     2677.   -3.091  5.050  0.133  0.000  
 0.072     8.295     2668.   -3.105  5.058  0.131  0.000  
 0.072     8.302     2664.   -3.112  5.062  0.131  0.000  
 0.072     8.310     2660.   -3.119  5.067  0.130  0.000  
 0.072     8.326     2651.   -3.133  5.075  0.129  0.000  
 0.072     8.333     2646.   -3.140  5.079  0.128  0.000  
 0.072     8.341     2641.   -3.147  5.083  0.128  0.000  
 0.072     8.349     2637.   -3.154  5.087  0.127  0.000  
 0.072     8.365     2627.   -3.168  5.095  0.126  0.000  
 0.072     8.373     2623.   -3.175  5.099  0.125  0.000  
 0.072     8.381     2618.   -3.183  5.103  0.125  0.000  
 0.072     8.397     2608.   -3.197  5.111  0.124  0.000  
 0.072     8.405     2603.   -3.204  5.115  0.123  0.000  
 0.072     8.413     2598.   -3.212  5.119  0.122  0.000  
 0.072     8.421     2592.   -3.220  5.123  0.122  0.000  
 0.072     8.429     2587.   -3.228  5.127  0.121  0.000  
 0.072     8.446     2575.   -3.243  5.135  0.120  0.000  
 0.072     8.454     2570.   -3.251  5.139  0.120  0.000  
 0.072     8.463     2564.   -3.259  5.143  0.119  0.000  
 0.072     8.471     2558.   -3.267  5.147  0.119  0.000  
 0.072     8.480     2552.   -3.276  5.151  0.118  0.000  
 0.072     8.497     2539.   -3.292  5.159  0.117  0.000  
 0.072     8.505     2533.   -3.300  5.163  0.116  0.000  
 0.072     8.514     2527.   -3.309  5.167  0.116  0.000  
 0.072     8.523     2520.   -3.317  5.171  0.115  0.000  
 0.072     8.532     2513.   -3.326  5.175  0.115  0.000  
 0.072     8.540     2507.   -3.334  5.179  0.114  0.000  
 0.072     8.549     2500.   -3.343  5.183  0.114  0.000  
 0.072     8.567     2486.   -3.361  5.191  0.113  0.000  
 0.072     8.576     2479.   -3.369  5.195  0.112  0.000  
 0.072     8.586     2472.   -3.378  5.199  0.112  0.000  
 0.072     8.595     2464.   -3.388  5.203  0.111  0.000  
 0.072     8.604     2457.   -3.397  5.207  0.111  0.000  
 0.072     8.614     2450.   -3.406  5.211  0.110  0.000  
 0.072     8.623     2442.   -3.415  5.215  0.110  0.000  
 0.072     8.633     2434.   -3.424  5.219  0.109  0.000  
 0.072     8.642     2427.   -3.434  5.223  0.109  0.000  
 0.072     8.652     2419.   -3.443  5.226  0.108  0.000  
 0.072     8.662     2411.   -3.453  5.230  0.108  0.000  
 0.072     8.672     2403.   -3.462  5.234  0.107  0.000  
 0.072     8.682     2395.   -3.472  5.238  0.107  0.000  
 0.072     8.692     2386.   -3.482  5.242  0.106  0.000  
 0.072     8.702     2378.   -3.492  5.246  0.106  0.000  
 0.072     8.712     2370.   -3.502  5.249  0.105  0.000  
 0.072     8.723     2361.   -3.512  5.253  0.105  0.000  
 0.072     8.733     2353.   -3.522  5.257  0.104  0.000  
 0.072     8.744     2344.   -3.532  5.261  0.104  0.000  
 0.072     8.754     2336.   -3.542  5.264  0.104  0.000  
 0.072     8.765     2327.   -3.552  5.268  0.103  0.000  
 0.072     8.776     2318.   -3.562  5.272  0.103  0.000  
 0.072     8.787     2310.   -3.573  5.275  0.102  0.000  
 0.072     8.798     2301.   -3.583  5.279  0.102  0.000  
 0.072     8.809     2292.   -3.593  5.283  0.101  0.000  
 0.072     8.820     2284.   -3.603  5.286  0.101  0.000  
 0.072     8.831     2275.   -3.613  5.290  0.101  0.000  
 0.072     8.842     2266.   -3.624  5.293  0.100  0.000  
 0.072     8.853     2257.   -3.634  5.297  0.100  0.000  
 0.072     8.865     2248.   -3.644  5.300  0.099  0.000  
 0.072     8.876     2239.   -3.654  5.303  0.099  0.000  
 0.072     8.888     2230.   -3.665  5.307  0.099  0.000  
 0.072     8.899     2221.   -3.675  5.310  0.098  0.000  
 0.072     8.911     2212.   -3.685  5.313  0.098  0.000  
 0.072     8.923     2203.   -3.696  5.317  0.098  0.000  
 0.072     8.935     2191.   -3.708  5.320  0.097  0.000  
 0.072     8.947     2178.   -3.722  5.323  0.097  0.000  
 0.072     8.959     2164.   -3.736  5.326  0.096  0.000  
 0.072     8.972     2150.   -3.750  5.329  0.096  0.000  
 0.072     8.984     2137.   -3.765  5.332  0.096  0.000  
 0.072     8.997     2123.   -3.779  5.335  0.095  0.000  
